FICE	name	State	type	SATm	SATv	SAT	ACT	SATm25	SATm75	SATv25	SATv75	ACT25	ACT75	new.applied	new.accepted	new.enrolled	new.top10HS	new.top25HS	undergrads	parttime	tuition.in	tuition	room+board	room	board	cost.fees	cost.books	cost.pers	fac.phd	fac.term	sf.ratio	donate	exp.stud	graduate	College	College.aaup	State.aaup	type.aaup	sal.prof	sal.assoc	sal.assist	sal.all	comp.prof	comp.assoc	comp.assist	comp.all	profs	assocs	assists	instruct	faculty
3402	                               Bryant C.	RI	private	536	447	 983	*	480	600	400	490	*	*	 2198	 1786	 632	15	 43	 2556	 1004	12600	12600	6410	3640	2770	*	 500	 700	 84	 84	19.0	*	 8353	 82	                               Bryant College	                 Bryant College	RI	IIB	 632	582	502	556	 812	746	629	 709	 40	 43	 45	  0	 135
3406	                           Providence C.	RI	private	537	485	1022	25	520	610	440	530	*	*	 5139	 3346	 973	20	 55	 3717	 1358	14400	14400	6200	3250	2950	 375	 450	1100	 66	 74	18.4	35	 8135	 96	                           Providence College	             Providence College	RI	IIA	 633	526	418	489	 827	712	544	 646	 43	 68	 93	 15	 219
3407	                         Rhode Island C.	RI	public	*	*	*	*	390	500	360	470	*	*	 2310	 1767	1030	15	 50	 4882	 2706	 2370	 6694	5137	2537	2600	 468	 500	*	 74	 76	15.7	12	 6827	 47	                         Rhode Island College	           Rhode Island College	RI	IIA	 518	442	381	453	 675	581	504	 594	125	101	 96	  1	 323
3409	           Rhode Island School of Design	RI	private	551	508	1059	*	500	600	450	600	*	*	 1831	  842	 379	17	 45	 1846	*	16684	16684	6672	3354	3318	  90	1500	1700	 27	 69	10.0	22	11622	 96	                Rhode Island School of Design	     Rhode Island School Design	RI	IIB	 558	427	351	444	 739	576	484	 598	 35	 49	 34	  0	 118
3411	                         Salve Regina U.	RI	private	455	420	 875	*	405	505	370	470	*	*	 1475	 1257	 362	 7	 20	 1393	  278	14200	14200	6500	6500	*	  75	 500	*	 64	 73	 9.6	21	 9232	 71	                      Salve Regina University	        Salve Regina University	RI	IIA	 495	397	327	385	 620	496	406	 481	 29	 43	 37	 14	 124
3414	                         U. Rhode Island	RI	public	515	449	 964	*	460	560	400	490	*	*	 9643	 7751	1968	12	 40	 8894	 2456	 3004	10330	5558	3168	2390	1238	 500	1250	 84	 89	16.6	 7	 9158	 63	                   University of Rhode Island	     University of Rhode Island	RI	I	 630	473	416	541	 813	622	548	 703	334	187	135	  3	 659
4917	                       Roger Williams U.	RI	private	455	406	 861	*	395	525	355	475	*	*	 3304	 2804	 679	10	 20	 2111	 1489	12520	12520	6050	3060	2990	 480	 500	 730	 44	 54	16.4	 8	 7957	 61	                    Roger Williams University	      Roger Williams University	RI	IIB	*	*	*	464	*	*	*	 605	  0	  0	  0	  0	 104
3419	                  Charleston Southern U.	SC	private	497	450	 947	*	410	530	390	480	*	*	 1199	  904	 397	*	*	 1533	  734	 7730	 7730	3170	*	*	   9	 750	1890	 60	 61	19.2	*	 5825	 39	               Charleston Southern University	      Charleston Southern Univ.	SC	IIB	 429	356	299	327	 518	430	359	 395	 12	 20	 29	  6	  72
3420	                             Benedict C.	SC	private	*	*	*	*	*	*	*	*	*	*	 1622	 1472	 341	*	*	 1203	   63	 5210	 5210	2992	*	*	 425	 120	2200	 44	 49	14.6	11	 5360	 48	                             Benedict College	               Benedict College	SC	IIB	 320	260	241	257	 381	311	289	 308	 21	 10	 29	 18	  78
3422	                     Central Wesleyan C.	SC	private	429	384	 813	18	*	*	*	*	*	*	  174	  146	  88	 8	 29	 1047	   33	 8300	 8300	3080	1000	2080	 200	 600	 600	 62	 62	15.2	18	 3365	 58	                     Central Wesleyan College	       Central Wesleyan College	SC	IIB	 293	247	214	264	 366	311	261	 329	 20	  7	  9	  0	  36
3423	                             The Citadel	SC	public	*	*	*	*	450	600	400	550	20	24	 1500	 1242	 611	12	 36	 2024	  292	 3076	 7070	2439	 830	1609	 264	 400	 779	 95	 94	17.1	17	 7744	 84	                                  The Citadel	    Citadel Military Coll.of SC	SC	IIA	 469	405	332	421	 576	502	415	 520	 65	 59	 24	  0	 148
3425	                              Clemson U.	SC	public	565	487	1052	*	530	620	430	510	*	*	 8065	 5257	2301	37	 65	11755	  770	 3036	 8116	3610	1890	1720	*	 800	1618	 82	 88	18.0	17	 7597	 73	                           Clemson University	             Clemson University	SC	I	 602	441	375	466	 728	544	465	 571	296	224	191	 42	 801
3427	                                Coker C.	SC	private	469	431	 900	*	420	540	370	470	*	*	  604	  452	 295	15	 47	  690	  222	 9888	 9888	4502	1846	2670	 185	 400	1000	 64	 77	12.1	39	 8741	 75	                                Coker College	                  Coker College	SC	IIB	 425	359	318	358	 521	425	378	 430	 14	  9	 18	  2	  43
3428	                        C. of Charleston	SC	public	532	489	1019	22	480	580	440	530	20	24	 4772	 3140	1265	22	 55	 6851	 1200	 3060	 6120	3460	2200	1260	*	 666	2316	 73	 78	17.2	18	 4776	 51	                        College of Charleston	          College of Charleston	SC	IIA	 475	410	320	374	 581	505	399	 462	 68	102	118	 32	 320
3430	                             Columbia C.	SC	private	460	433	 893	*	430	500	400	470	*	*	  737	  614	 242	21	 67	  968	  237	10425	10425	3975	3975	*	*	 500	1500	 61	 77	14.7	34	 8693	 76	                             Columbia College	               Columbia College	SC	IIB	 415	355	330	358	 515	441	402	 442	 23	 25	 15	  9	  76
3431	                             Converse C.	SC	private	*	*	*	*	*	*	*	*	*	*	  440	  407	 149	35	 70	  643	   80	12050	12050	3700	*	*	*	 500	 900	 63	 76	10.2	31	10965	 75	                             Converse College	               Converse College	SC	IIB	 467	384	317	372	 582	495	402	 473	 12	 31	 23	  3	  69
3432	                              Erskine C.	SC	private	532	482	1014	*	470	590	410	550	*	*	  659	  557	 167	47	 74	  532	   35	10485	10485	3840	1760	2080	 660	 475	1246	 76	 80	13.5	47	 7527	 67	                              Erskine College	                Erskine College	SC	IIB	 420	*	297	355	 527	*	366	 444	 19	  5	 14	  2	  40
3434	                               Furman U.	SC	private	584	528	1112	*	520	640	470	580	23	27	 2161	 1951	 685	56	 82	 2371	  175	13440	13440	4048	2096	1952	 134	 600	1250	 92	 95	13.5	28	12940	 82	                            Furman University	              Furman University	SC	IIB	 551	414	343	453	 719	530	430	 583	 86	 39	 54	  6	 185
3435	                               Lander U.	SC	public	455	406	 861	18	*	*	*	*	*	*	 1166	 1009	 510	 9	 33	 2074	  341	 3340	 4938	2987	1867	1120	  50	 528	1702	 67	 77	17.0	11	 6119	 51	                            Lander University	              Lander University	SC	IIB	 453	381	343	380	 557	472	427	 470	 34	 31	 41	  4	 114
3436	                            Limestone C.	SC	private	*	*	*	*	*	*	*	*	*	*	  725	  554	 369	 5	 40	  786	  682	 7100	 7100	3500	3500	*	 100	 300	*	 39	 50	11.2	 8	 6321	*	                            Limestone College	              Limestone College	SC	IIB	 277	282	250	264	 319	328	287	 303	  7	  8	 11	  2	  28
3439	                               Morris C.	SC	private	*	*	*	*	*	*	*	*	*	*	  882	  730	 330	 2	 13	  926	   12	 4515	 4515	2550	2550	*	 115	 850	2100	 53	 60	18.6	34	 6990	 60	                               Morris College	                 Morris College	SC	IIB	*	278	252	269	*	314	285	 303	  5	 16	 21	  4	  46
3440	                             Newberry C.	SC	private	466	418	 884	20	360	420	320	430	*	*	  872	  722	 154	14	 36	  601	   36	10194	10194	2600	1600	1000	 300	 500	1500	 57	 63	11.4	32	 5788	 83	                             Newberry College	               Newberry College	SC	IIB	 351	290	243	287	 411	344	290	 339	 11	 19	 11	  5	  46
3445	                         Presbyterian C.	SC	private	580	520	1100	26	510	630	490	570	*	*	 1082	  832	 302	34	 63	 1133	   30	11859	11859	3635	1711	1924	 892	 554	1429	 80	 85	13.4	42	 8354	 85	                         Presbyterian College	           Presbyterian College	SC	IIB	 503	376	316	397	 637	478	395	 501	 26	 22	 22	  5	  75
3446	                 South Carolina State U.	SC	public	373	330	 703	17	*	*	*	*	*	*	 2556	 1752	 946	 7	 16	 4396	  515	 2200	 4380	2736	1420	1316	 100	 600	*	 60	 60	18.3	*	 5542	*	              South Carolina State University	   South Carolina State College	SC	IIB	 458	379	307	350	 561	467	382	 432	 59	 58	 77	 36	 255
3448	           U. South Carolina at Columbia	SC	public	520	465	 985	22	460	580	400	520	19	25	 7693	 5815	2328	30	 66	12594	 3661	 3196	 8074	3522	3522	*	*	 495	2941	 84	 88	16.9	18	 8246	 63	     University of South Carolina at Columbia	      Univ. South Carolina-Main	SC	I	 585	436	385	475	 705	532	472	 577	417	335	194	 60	1034
3449	              U. South Carolina at Aiken	SC	public	480	425	 905	21	*	*	*	*	*	*	  848	  560	 377	14	 24	 1855	 1412	 2320	 5800	3066	3066	*	  75	 500	1500	 62	 62	14.8	 3	 5035	 48	        University of South Carolina at Aiken	     Univ. South Carolina-Aiken	SC	IIB	 461	392	317	374	 563	481	392	 457	 30	 39	 36	 12	 117
3451	                     Coastal Carolina U.	SC	public	*	*	*	*	400	510	350	450	18	21	 1854	 1391	 732	 9	 28	 3020	 1174	 2710	 7000	4090	2640	1450	*	 600	*	 74	 74	17.0	 7	 5201	 51	                  Coastal Carolina University	    Coastal Carolina University	SC	IIB	 437	377	314	340	 535	464	389	 419	 23	 43	 49	 28	 143
3455	                             Voorhees C.	SC	private	340	330	 670	16	*	*	*	*	*	*	 1465	 1006	 188	10	 30	  703	   20	 4450	 4450	2522	*	*	*	 500	1200	 43	 43	22.9	 3	 5861	 58	                             Voorhees College	               Voorhees College	SC	IIB	*	*	254	233	*	*	287	 265	  1	  3	 12	 14	  30
3456	                             Winthrop U.	SC	public	516	470	 986	18	460	570	410	520	16	20	 2320	 1805	 769	24	 61	 3395	  670	 3620	 6400	3392	2058	1334	*	 580	2150	 71	 80	12.8	26	 6729	 59	                          Winthrop University	            Winthrop University	SC	IIA	 464	378	327	378	 578	474	413	 474	 73	 78	 70	 19	 242
3457	                              Wofford C.	SC	private	564	517	1081	24	510	620	460	580	22	27	 1501	  935	 273	51	 83	 1059	   34	12680	12680	4150	*	*	*	 605	1440	 91	 92	15.3	42	 7875	 75	                              Wofford College	                Wofford College	SC	IIB	 537	413	367	448	 662	519	469	 560	 24	 27	 11	  2	  64
6951	        U. South Carolina at Spartanburg	SC	public	459	411	 870	19	400	510	360	450	17	21	  885	  553	 381	13	 38	 2207	 1058	 2295	 5739	*	*	*	*	 312	*	 70	 70	15.9	13	 5307	 38	       Univ. of South Carolina at Spartanburg	   Univ. South Carolina-Sprtbrg	SC	IIB	 433	368	303	366	 529	452	376	 450	 49	 43	 16	 21	 132
9226	                       Francis Marion U.	SC	public	441	396	 837	*	380	490	350	450	*	*	 1801	 1655	 819	13	 38	 3224	  436	 2920	 5840	3138	1540	1598	*	 400	2430	 76	 76	19.1	 8	 5039	 43	                    Francis Marion University	      Francis Marion University	SC	IIB	 476	394	328	387	 585	488	410	 480	 64	 37	 40	 25	 166
3458	                            Augustana C.	SD	private	*	*	*	*	*	*	*	*	21	26	  761	  725	 306	21	 58	 1337	  300	10990	10990	3244	1622	1622	 125	 600	1021	 66	 70	10.4	30	 6871	 69	                            Augustana College	              Augustana College	SD	IIB	 434	382	322	364	 576	519	429	 487	 34	 22	 45	  7	 108
3459	                    Black Hills State U.	SD	public	*	*	*	*	*	*	*	*	18	22	  938	  938	 588	 7	 23	 2629	 1283	 1323	 3222	2714	*	*	 934	 500	*	 63	 63	29.2	 9	 3544	 51	                 Black Hills State University	   Black Hills State University	SD	IIB	 410	341	303	329	 487	409	366	 396	 24	 13	 50	 11	  98
3461	                      Dakota Wesleyan U.	SD	private	*	*	*	20	*	*	*	*	*	*	  342	  182	 135	12	 32	  538	  228	 7540	 7540	2710	*	*	*	 600	1400	 38	 56	11.4	*	 7334	 75	                   Dakota Wesleyan University	     Dakota Wesleyan University	SD	IIB	*	290	246	257	*	356	302	 317	  4	 11	 13	  7	  36
3463	                         Dakota State U.	SD	public	*	*	*	20	*	*	*	*	18	22	  385	  358	 229	 5	 21	  988	  597	 1323	 3222	2604	1186	1418	*	 600	*	 47	 53	19.4	*	 5291	 35	                      Dakota State University	        Dakota State University	SD	IIB	 469	357	349	351	 554	427	419	 420	  9	 11	 24	 12	  56
3466	                       Northern State U.	SD	public	*	*	*	20	*	*	*	*	17	22	 2056	 2054	2054	10	 40	 2239	  686	 1411	 3437	2202	1128	1074	 832	 550	1925	 68	 72	20.2	*	 5252	 54	                    Northern State University	      Northern State University	SD	IIA	 417	333	297	337	 498	402	362	 407	 27	 30	 35	 12	 104
3469	                          Sioux Falls C.	SD	private	*	*	*	22	*	*	*	*	19	24	  437	  400	 211	13	 35	  614	  271	 8990	 8990	3064	1340	1724	*	 500	1700	 73	 73	14.8	 7	 7881	 48	                          Sioux Falls College	            Sioux Falls College	SD	IIB	 376	308	289	311	 463	388	364	 391	  7	 12	 15	  2	  36
3470	  South Dakota School of Mines and Tech.	SD	public	*	*	*	24	*	*	*	*	*	*	 1034	  932	 866	27	 55	 1691	  557	 1364	 3573	2900	1200	1700	1309	 500	1707	 80	*	15.5	 9	 6411	*	       South Dakota School of Mines and Tech.	   South Dakota Sch.Min.& Tech.	SD	IIA	 473	414	362	419	 562	495	435	 500	 45	 28	 26	  5	 104
3471	                   South Dakota State U.	SD	public	*	*	*	23	*	*	*	*	*	*	 2807	 2589	1701	13	 37	 7000	 1103	 1454	 3811	2190	1120	1070	1024	 500	1970	 62	 65	15.0	29	 5084	 67	                South Dakota State University	       South Dakota State Univ.	SD	IIA	 440	368	326	368	 521	440	392	 440	132	 67	122	 44	 367
10300	                         U. South Dakota	SD	public	*	*	*	22	*	*	*	*	*	*	 2160	 2031	1268	15	 39	 5368	 1066	 1454	 3811	2620	1208	1412	1125	 675	1118	 71	 79	14.6	28	 6456	*	                   University of South Dakota	     University of South Dakota	SD	I	 480	364	340	362	 570	438	410	 436	 88	 75	134	 55	 352
3478	                    Austin Peay State U.	TN	public	*	*	*	21	*	*	*	*	*	*	 2863	 2154	1179	*	*	 4772	 2763	 1616	 5550	2930	1460	1470	 262	 700	1572	 66	 76	18.2	 8	 5087	 36	                 Austin Peay State University	   Austin Peay State University	TN	IIA	 482	362	314	374	 581	445	390	 458	 86	 47	102	 17	 252
3479	                              Belmont U.	TN	private	522	490	1012	24	450	570	410	550	21	26	 1220	  974	 481	28	 67	 1964	  623	 7800	 7800	3664	1974	1690	 250	 650	 900	 61	 61	11.1	19	 7614	 49	                           Belmont University	             Belmont University	TN	IIA	 484	372	315	382	 573	445	377	 455	 42	 54	 45	  7	 148
3480	                               Bethel C.	TN	private	*	*	*	*	*	*	*	*	16	21	  502	  384	 104	11	 28	  347	   74	 6200	 6200	2900	2900	*	*	 600	 800	 63	 63	11.7	13	 7623	 35	                               Bethel College	                 Bethel College	TN	IIB	 287	*	255	262	 345	*	307	 323	  9	  4	  9	  5	  27
3481	                        Carson-Newman C.	TN	private	*	*	*	23	*	*	*	*	20	25	 1096	  951	 464	27	 62	 1776	  239	 8150	 8150	3150	1260	1890	 450	 400	 500	 61	 62	13.6	16	 6716	 67	                        Carson-Newman College	          Carson-Newman College	TN	IIB	 393	334	286	324	 475	405	339	 390	 32	 33	 41	 11	 117
3482	                   Christian Brothers U.	TN	private	530	480	1010	24	450	630	410	540	20	26	  880	  520	 224	16	 42	 1068	  364	 9300	 9300	3260	1350	1910	 120	 600	 900	 81	 81	11.1	24	 8129	 63	                Christian Brothers University	       Christian Brothers Univ.	TN	IIB	 414	347	312	345	 509	435	395	 432	 22	 28	 32	  4	  86
3486	                       David Lipscomb U.	TN	private	510	470	 980	23	*	*	*	*	19	25	 1239	 1134	 611	*	*	 1957	  343	 5775	 5775	3340	1450	1890	1110	 500	1700	 97	100	16.2	12	 8048	 73	                    David Lipscomb University	      David Lipscomb University	TN	IIB	 453	374	308	365	 561	473	374	 451	 33	 22	 25	 17	  97
3487	                   E. Tennessee State U.	TN	public	450	400	 850	21	*	*	*	*	17	22	 3330	 2730	1303	15	 36	 6706	 2640	 1800	 5800	3000	1600	1800	*	 600	2200	 73	 75	14.0	 9	 9825	 42	              East Tennessee State University	     East Tennessee State Univ.	TN	IIA	 519	449	358	411	 629	548	441	 504	129	124	165	 68	 486
3490	                                 Fisk U.	TN	private	456	425	 881	21	*	*	*	*	*	*	 1078	  720	 226	24	 36	  850	*	 6240	 6240	3690	1572	2118	  75	 600	1900	 74	 74	12.5	22	 6911	 43	                              Fisk University	                Fisk University	TN	IIB	 383	369	269	319	 451	437	314	 375	 17	 19	 17	  2	  65
3492	                       Freed-Hardeman U.	TN	private	485	458	 943	22	*	*	*	*	19	25	  895	  548	 314	20	 54	 1174	   50	 5500	 5500	3340	1590	1750	 770	 600	1600	 68	 76	16.1	13	 6078	 62	                    Freed-Hardeman University	      Freed-Hardeman University	TN	IIB	 382	326	271	305	 454	401	346	 374	 16	 23	 20	  9	  69
3498	                              Lambuth U.	TN	private	*	*	*	22	*	*	*	*	*	*	  831	  538	 224	15	 35	  840	  325	 5170	 5170	3430	1400	2030	 210	 600	1590	 61	 61	16.1	10	 5531	 60	                           Lambuth University	             Lambuth University	TN	IIB	 316	288	283	294	 405	380	363	 379	 15	  9	 16	  2	  42
3500	                                  Lee C.	TN	private	460	456	 916	21	*	*	*	*	16	23	  651	  498	 453	*	 23	 1831	  180	 4788	 4788	3320	1660	1660	 132	 500	1800	 42	 43	18.5	 5	 4914	 52	                                  Lee College	                    Lee College	TN	IIB	 350	320	284	297	 431	407	334	 360	 12	 20	 29	 13	  74
3505	                            Maryville C.	TN	private	505	448	 953	23	430	560	390	520	20	25	 1464	  888	 176	26	 52	  624	  128	11200	11200	4208	1998	2210	 150	 500	1642	 80	 90	11.1	43	 8317	 51	                            Maryville College	              Maryville College	TN	IIB	 429	351	289	338	 520	419	348	 406	 12	 14	 19	  4	  49
3509	                              U. Memphis	TN	public	*	*	*	22	*	*	*	*	20	26	 3921	 2557	1691	*	*	10621	 4864	 1974	 5908	2500	1633	*	  68	 500	 900	 77	 80	16.9	11	 6578	 33	                        University of Memphis	       Memphis State University	TN	I	 558	425	376	443	 674	522	464	 542	264	194	193	 71	 722
3510	               Middle Tennessee State U.	TN	public	503	439	 942	20	440	500	380	490	18	23	 4587	 3423	2132	*	*	12541	 2885	 1616	 5550	2352	1584	 974	 176	 500	*	 69	 72	19.2	10	 4902	 39	            Middle Tennessee State University	       Middle Tenn. State Univ.	TN	IIA	 542	418	336	410	 654	511	416	 501	202	167	224	 76	 669
3511	                             Milligan C.	TN	private	*	*	*	23	*	*	*	*	20	26	  610	  461	 189	26	 52	  685	   49	 8200	 8200	3300	1600	1700	 200	 550	1000	 63	 69	12.0	16	 8128	 64	                             Milligan College	               Milligan College	TN	IIB	 398	334	291	347	 465	404	337	 410	 21	 16	 15	  0	  52
3518	Southern Coll. of Seventh-day Adventists	TN	private	*	*	*	*	*	*	*	*	19	25	  699	  660	 349	*	*	 1198	  296	 8414	 8414	3496	1530	1966	 250	 504	 900	 49	 49	14.1	19	 7665	 59	     Southern Coll. of Seventh-day Adventists	   Southern C.Seventh-Day Advts	TN	IIB	 270	261	249	260	 348	331	322	 334	 34	 32	 19	  5	  90
3519	                               Rhodes C.	TN	private	*	*	*	*	570	680	520	620	25	30	 2302	 1831	 391	58	 82	 1345	   59	15200	15200	4768	2696	2072	 158	 550	1500	 90	 96	10.8	47	13388	 77	                               Rhodes College	                 Rhodes College	TN	IIB	 575	446	353	430	 741	566	428	 538	 23	 37	 46	  4	 110
3522	                      Tennessee State U.	TN	public	*	*	*	*	*	*	*	*	18	22	 6626	 4122	 721	24	 31	 4566	 1913	 1470	 4836	2290	 986	1304	  70	*	*	 72	 73	18.6	*	 7527	 41	                   Tennessee State University	     Tennessee State University	TN	IIA	 477	418	330	407	 595	524	420	 512	111	 78	 71	 28	 288
3523	              Tennessee Technological U.	TN	public	*	*	*	*	*	*	*	*	*	*	 2594	 2542	1580	11	 29	 6461	  910	 1740	 4025	3625	1505	2125	*	 700	1400	 76	 84	16.9	*	 5799	 54	           Tennessee Technological University	   Tennessee Technological Univ	TN	IIA	 547	424	346	436	 664	527	439	 540	146	 98	100	 32	 376
3527	                             Tusculum C.	TN	private	420	370	 790	19	370	510	320	450	16	26	  626	  372	 145	12	 34	  983	   40	 7700	 7700	3400	3400	*	 100	 450	 800	 70	 70	21.9	28	 4933	 52	                             Tusculum College	               Tusculum College	TN	IIB	 353	327	290	314	 426	396	340	 373	  6	  7	 14	  0	  27
3528	                                Union U.	TN	private	*	*	*	24	*	*	*	*	*	*	  846	  752	 406	35	 84	 1688	  502	 5780	 5780	2530	1580	 950	 134	 550	 600	 44	 52	13.5	13	 3861	*	                             Union University	               Union University	TN	IIB	 396	361	318	332	 496	454	396	 414	 18	 22	 52	 20	 112
3529	             U. Tennessee at Chattanooga	TN	public	*	*	*	22	*	*	*	*	19	25	 2091	 1338	 991	*	*	 5359	 1758	 1824	 5800	3304	1704	1600	*	 600	1025	 76	 86	16.8	*	 6339	 39	       University of Tennessee at Chattanooga	   Univ. of Tenn.at Chattanooga	TN	IIA	 494	420	365	428	 628	525	452	 538	113	 60	 79	 11	 263
3530	               U. Tennessee at Knoxville	TN	public	525	468	 993	23	460	590	410	530	21	26	 7473	 5372	3013	27	 53	15749	 3237	 1830	 5764	3262	1584	1678	 222	 750	3300	 86	 92	16.5	22	 8612	 53	         University of Tennessee at Knoxville	    Univ.of Tennessee-Knoxville	TN	I	 600	454	402	501	 756	570	500	 630	535	325	202	 65	1139
3531	                  U. Tennessee at Martin	TN	public	*	*	*	22	*	*	*	*	18	23	 1934	 1500	1123	*	*	 4669	  675	 1900	 5832	2890	1490	1400	*	 500	1000	 68	 73	19.6	10	 5396	 48	            University of Tennessee at Martin	       Univ.of Tennessee-Martin	TN	IIA	 473	409	337	413	 615	509	426	 527	103	 57	 48	 17	 225
3534	                            U. the South	TN	private	601	557	1158	27	550	650	500	620	25	29	 1445	  966	 326	46	 83	 1129	   24	15350	15350	4080	2010	2070	 175	 450	 810	 89	 93	10.3	52	18784	 82	                      University of the South	        University of the South	TN	IIB	 578	427	347	485	 759	571	447	 636	 53	 20	 18	  6	  99
3535	                           Vanderbilt U.	TN	private	640	559	1199	28	590	690	510	610	26	30	 7791	 4690	1499	71	 92	 5500	   90	17865	17865	6525	4132	2393	 964	 630	 952	 93	 98	 5.8	26	23850	 83	                        Vanderbilt University	          Vanderbilt University	TN	I	 807	522	432	612	 988	651	538	 756	289	160	177	  9	 657
3537	                    Abilene Christian U.	TX	private	*	*	*	22	*	*	*	*	19	25	 1660	 1232	 721	23	 52	 2885	  537	 7440	 7440	3300	*	*	*	 450	2200	 70	 78	18.1	12	 7041	 60	                 Abilene Christian University	   Abilene Christian University	TX	IIA	 424	375	339	376	 555	491	418	 494	 68	 42	 36	 14	 160
3541	                         Angelo State U.	TX	public	509	441	 950	22	420	580	380	510	19	25	 3540	 2001	1016	24	 54	 4190	 1512	  840	 5130	3592	1324	2268	 734	 500	2000	 60	 62	23.1	 5	 4010	 34	                      Angelo State University	        Angelo State University	TX	IIB	 485	425	369	398	 618	549	484	 517	 68	 27	 40	 45	 180
3543	                               Austin C.	TX	private	554	498	1052	24	500	610	440	560	21	27	  948	  798	 295	42	 74	 1120	   15	11280	11280	4342	*	*	 125	 400	1150	 81	 95	13.0	33	11361	 71	                               Austin College	                 Austin College	TX	IIB	 508	394	320	418	 629	500	390	 518	 37	 20	 23	  4	  84
3564	                     E. Texas Baptist U.	TX	private	*	*	*	21	*	*	*	*	18	24	  379	  341	 265	10	 36	 1050	  151	 4950	 4950	2780	1040	1740	 470	 530	1500	 62	 62	15.7	 7	 5619	 38	                East Texas Baptist University	       East Texas Baptist Univ.	TX	IIB	 377	318	325	329	 460	409	403	 409	 19	  9	 17	 10	  55
3565	                       E. Texas State U.	TX	public	467	411	 878	21	*	*	*	*	*	*	 2219	 1441	 719	*	*	 4129	 1343	 1580	 5390	3380	*	*	*	 810	1080	 87	 90	21.8	 9	 5073	 35	                  East Texas State University	    East Texas State University	TX	IIA	 494	378	351	418	 625	487	456	 536	107	 66	 58	 13	 248
3571	                       Hardin-Simmons U.	TX	private	510	470	 980	22	420	560	370	500	18	25	  467	  424	 350	16	 40	 1365	  334	 6300	 6300	2980	1360	1620	 480	 700	2140	 75	 79	13.7	10	 7054	 38	                    Hardin-Simmons University	      Hardin-Simmons University	TX	IIA	 378	311	295	330	 457	380	357	 400	 39	 11	 25	  9	  84
3576	                      Houston Baptist U.	TX	private	498	432	 930	22	410	580	380	490	21	25	  413	  330	 215	*	 55	 1247	  430	 5400	 5400	2340	2340	*	 210	 600	*	 65	 71	14.0	*	 5438	 56	                   Houston Baptist University	     Houston Baptist University	TX	IIA	 408	363	314	345	 507	456	397	 434	 34	 19	 43	 15	 111
3581	                                Lamar U.	TX	public	459	413	 872	20	320	460	300	450	*	*	 2336	 1725	1043	10	 27	 5438	 4058	  864	 4752	3040	1386	1654	 840	 508	1463	 48	 82	18.4	12	 5879	 26	                             Lamar University	      Lamar University-Beaumont	TX	IIA	 482	382	334	361	 591	475	417	 447	 82	 81	 91	 64	 343
3584	                           LeTourneau U.	TX	private	552	491	1043	24	490	640	430	550	20	29	  477	  417	 204	29	 54	 1532	   77	 8840	 8840	4240	4240	*	 120	 600	1400	 58	 70	20.8	23	 6863	 56	                        LeTourneau University	          LeTourneau University	TX	IIB	 404	343	319	349	 525	431	428	 449	 15	 18	 11	  6	  50
3592	                     Midwestern State U.	TX	public	*	*	*	*	*	*	*	*	*	*	 1597	 1125	 751	*	*	 3404	 1734	  840	 5130	3436	1800	1636	 896	 630	1838	 95	 97	21.6	 7	 4001	 36	                  Midwestern State University	    Midwestern State University	TX	IIA	 491	418	362	399	 613	528	463	 505	 42	 45	 54	 20	 162
3594	                          U. North Texas	TX	public	526	467	 993	23	460	590	420	520	20	24	 4418	 2737	2049	23	 51	14047	 5134	  672	 4104	3579	1840	1739	 650	 450	1700	 86	 94	22.6	 6	 5657	 35	                    University of North Texas	      University of North Texas	TX	I	 551	443	382	448	 674	550	479	 555	249	203	234	  5	 751
3598	                 Our Lady of the Lake U.	TX	private	434	407	 841	*	380	480	340	460	*	*	 2308	 1336	 295	22	 46	 1202	  942	 8530	 8530	3644	2020	1624	 134	 616	1576	 56	 64	14.9	25	 7114	 37	              Our Lady of the Lake University	     Our Lady of the Lake Univ.	TX	IIA	 499	405	346	379	 577	469	399	 437	 24	 25	 30	 21	 101
3599	                   U. Texas-Pan American	TX	public	*	*	*	*	*	*	*	*	*	*	 4040	 4040	1800	*	 46	 7410	 3055	  991	 3486	2536	*	*	*	*	*	 92	 92	22.9	*	*	 16	             University of Texas-Pan American	   Univ. of Texas-Pan Amer.Univ	TX	IIA	 503	426	343	367	 625	536	439	 467	 63	 85	109	109	 369
3604	                                 Rice U.	TX	private	*	*	*	*	665	763	592	708	*	*	 7935	 1514	 633	87	 95	 2674	*	 9950	 9950	5725	3100	2625	 365	 525	1330	 91	100	 8.6	39	22836	 91	                              Rice University	                Rice University	TX	I	 809	548	481	663	 992	682	593	 816	224	 89	 91	  8	 422
3606	                    Sam Houston State U.	TX	public	*	*	*	21	*	*	*	*	18	22	 4839	 3549	1577	41	 41	 8901	 2245	  840	 5130	2970	1500	1490	 688	 900	*	 76	 90	27.2	*	 4029	 43	                 Sam Houston State University	   Sam Houston State University	TX	IIA	 497	403	341	408	 633	523	451	 529	147	 63	116	 10	 365
3610	                            Schreiner C.	TX	private	470	420	 890	22	400	540	350	460	19	25	  584	  413	 131	19	 51	  521	   99	 8955	 8955	5900	2810	3090	  40	 500	1488	 51	 56	11.8	23	 8545	 52	                            Schreiner College	              Schreiner College	TX	IIB	 354	300	257	282	 425	363	313	 343	 12	  8	  8	 12	  40
